12,2180034,21麻城债,附息固定,"100,000.00",5.00%,付息,"50,000,000.00",20230202,麻城市城市发展投资集团有限公司,
13,2180017,21永州专项债01,附息固定,"80,000.00",6.50%,付息,"52,000,000.00",20230203,永州潇湘源城市发展集团有限公司,
14,2180039,21陆嘴债01,附息固定,"200,000.00",3.78%,付息,"75,600,000.00",20230203,上海陆家嘴（集团）有限公司,
15,2180035,21科学城债,附息固定,"50,000.00",5.50%,付息,"27,500,000.00",20230204,科学城（广州）投资集团有限公司,
16,1080023,10国网债02,附息固定,"1,000,000.00",4.80%,付息,"480,000,000.00",20230205,国家电网有限公司,
17,2180002,21攀国投,附息固定,"100,000.00",6.80%,付息,"68,000,000.00",20230205,攀枝花市国有投资（集团）有限责任公司,
18,2180003,21临川绿色债,附息固定,"50,000.00",6.80%,付息,"34,000,000.00",20230205,抚州市临川区城镇建设开发投资有限公司,
19,2180011,21江油创元债,附息固定,"50,000.00",7.00%,付息,"35,000,000.00",20230205,江油市创元开发建设投资公司,
20,2180028,21安邦债,附息固定,"93,000.00",5.25%,付息,"48,825,000.00",20230205,诸城安邦建设有限公司,
21,2180033,21枝江债,附息固定,"30,000.00",5.95%,付息,"17,850,000.00",20230205,枝江市国有资产经营中心,
22,2180040,21宁海停车场专项债,附息固定,"100,000.00",4.93%,付息,"49,300,000.00",20230205,宁海县城投集团有限公司,
23,1824002,18泸州临港项目债01,附息固定,"28,000.00",7.10%,付息,"67,928,000.00",20230207,泸州临港投资集团有限公司,提前还本
24,1880015,18泾县债,附息固定,"95,000.00",6.80%,付息,"228,760,000.00",20230207,泾县国有资产投资运营有限公司,提前还本
25,1880018,18吉水管廊债01,附息固定,"66,000.00",6.80%,付息,"158,928,000.00",20230207,江西吉湖发展集团有限公司,提前还本
26,1880019,18京诚债,附息固定,"95,000.00",7.00%,付息,"229,900,000.00",20230207,京山市京诚投资开发集团有限公司,提前还本
27,1880017,18红果专项债,附息固定,"35,000.00",7.80%,付息,"86,380,000.00",20230208,贵州省红果经济开发区开发有限责任公司,提前还本
28,1880020,18渝中专项债01,附息固定,"70,000.00",6.90%,付息,"168,980,000.00",20230208,重庆渝中国有资产经营管理有限公司,提前还本
29,2180050,21抚高新,附息固定,"100,000.00",6.50%,付息,"65,000,000.00",20230208,抚州高新区发展投资集团有限公司,
30,2180053,21桂阳城投01,附息固定,"36,000.00",6.30%,付息,"22,680,000.00",20230208,桂阳县城市建设投资有限公司,
31,2180038,21蓉兴债01,附息固定,"250,000.00",4.39%,付息,"109,750,000.00",20230209,成都兴城投资集团有限公司,
32,2180043,21赣铁航债01,附息固定,"200,000.00",4.29%,付息,"85,800,000.00",20230209,江西省铁路航空投资集团有限公司,
33,2180047,21富阳城投债01,附息固定,"250,000.00",4.50%,付息,"112,500,000.00",20230209,杭州富阳城市建设投资集团有限公司,
34,2280047,22安城债01,附息固定,"72,000.00",5.40%,付息,"38,880,000.00",20230209,安吉县城西北开发有限公司,
35,1824003,18惠东房改项目NPB01,附息固定,"50,000.00",8.10%,付息,"124,300,000.00",20230210,绵阳惠东投资控股有限责任公司,提前还本
36,1880021,18铜梁专项债,附息固定,"122,000.00",6.80%,付息,"293,776,000.00",20230211,重庆市铜梁区金龙城市建设发展（集团）有限公司,提前还本
37,1880022,18秭归养老债01,附息固定,"20,000.00",7.80%,付息,"32,480,000.00",20230212,秭归县楚元控股集团有限责任公司,提前还本
38,1980042,19淮南城投债01,附息固定,"60,000.00",7.58%,付息,"156,384,000.00",20230212,淮南市城市建设投资有限责任公司,提前还本
39,1824005,18十堰停车场项目NPB,附息固定,"100,000.00",7.80%,付息,"196,160,000.00",20230213,十堰市城投置业有限公司,提前还本
40,1980045,19金霞经开债,附息固定,"80,000.00",7.00%,付息,"204,800,000.00",20230214,长沙金霞新城城市发展有限公司,提前还本
41,1980047,19资凯利债,附息固定,"75,000.00",8.00%,付息,"198,000,000.00",20230214,资阳市凯利建设投资有限责任公司,提前还本
42,1980046,19苏海发债01,附息固定,"33,000.00",7.30%,付息,"85,272,000.00",20230215,江苏海州湾发展集团有限公司,提前还本
43,068005,06大唐债,附息固定,"200,000.00",4.20%,付息,"84,000,000.00",20230216,中国大唐集团有限公司,
44,1724001,17万盛管廊项目NPB01,附息固定,"60,000.00",6.60%,付息,"87,720,000.00",20230217,重庆市万盛经开区交通开发建设集团有限公司,提前还本
45,1780006,17龙湖绿色债02,附息固定,"144,000.00",3.48%,付息,"50,112,000.00",20230217,重庆龙湖企业拓展有限公司,
46,2280049,22句容城投债,附息固定,"42,000.00",3.82%,付息,"16,044,000.00",20230217,句容市城市建设投资有限责任公司,
47,2280052,22丹阳高新债,附息固定,"20,000.00",3.95%,付息,"7,900,000.00",20230217,丹阳市开发区高新技术产业发展有限公司,
48,2280053,22扬中交投债,附息固定,"43,000.00",3.98%,付息,"17,114,000.00",20230217,扬中市交通投资发展有限公司,
49,2280054,22乌建发债01,附息固定,"80,000.00",5.50%,付息,"44,000,000.00",20230217,乌鲁木齐经济技术开发区建发国有资本投资运营（集团）有限公司,
50,2280017,22温港城债,附息固定,"45,000.00",3.80%,付息,"17,100,000.00",20230218,温州港城发展有限公司,
51,2080022,20渤海国资债01,附息固定,"150,000.00",5.03%,付息,"75,450,000.00",20230219,天津渤海国有资产经营管理有限公司,
52,2080023,20晋江开发绿色债,附息固定,"76,000.00",4.00%,付息,"258,400,000.00",20230219,福建省晋江市工业园区开发建设有限公司,提前还本
53,1980048,19杨凌城投债01,附息固定,"30,000.00",7.80%,付息,"78,720,000.00",20230220,杨凌城乡投资建设开发有限公司,提前还本
54,2280055,22宏利水务债,附息固定,"90,000.00",6.80%,付息,"61,200,000.00",20230221,青州市宏利水务有限公司,
55,2280058,22合川城投债,附息固定,"26,000.00",5.50%,付息,"14,300,000.00",20230221,重庆市合川城市建设投资（集团）有限公司,
56,2280059,22临空投债,附息固定,"57,000.00",4.07%,付息,"23,199,000.00",20230221,重庆临空开发投资集团有限公司,
57,2280060,22黄冈白投债01,附息固定,"100,000.00",4.50%,付息,"45,000,000.00",20230221,黄冈新区投资开发有限公司,
58,1280018,12中石油04,附息固定,"1,000,000.00",5.00%,付息,"500,000,000.00",20230222,中国石油天然气集团有限公司,
59,1980049,19深圳能源绿色债01,附息固定,"165,000.00",4.05%,付息,"66,825,000.00",20230222,深圳能源集团股份有限公司,
60,2280063,22深铁绿色债01,附息固定,"100,000.00",2.70%,付息,"27,000,000.00",20230222,深圳市地铁集团有限公司,
61,2280051,22东津小微债,附息固定,"70,000.00",3.91%,付息,"27,370,000.00",20230223,襄阳东津国有资本投资集团有限公司,
62,1880023,18仁怀水投债01,附息固定,"50,000.00",7.98%,付息,"123,940,000.00",20230224,仁怀市水务投资开发有限责任公司,提前还本
63,2280062,22马高新绿色债,附息固定,"120,000.00",3.87%,付息,"46,440,000.00",20230224,马鞍山慈湖高新技术产业开发区投资发展有限公司,
64,2280064,22金投债01,附息固定,"50,000.00",3.35%,付息,"16,750,000.00",20230224,成都市金牛国有资产投资经营集团有限公司,
65,2280065,22遂柔刚债,附息固定,"79,000.00",7.80%,付息,"61,620,000.00",20230224,遂宁柔刚投资集团有限公司,
66,2080025,20芜湖战新债,附息固定,"77,000.00",3.79%,付息,"183,183,000.00",20230225,芜湖市建设投资有限公司,提前还本
67,2280066,22简阳发展债,附息固定,"70,000.00",5.50%,付息,"38,500,000.00",20230225,简阳发展（控股）有限公司,
68,2280067,22苏海发债01,附息固定,"87,000.00",3.85%,付息,"33,495,000.00",20230225,江苏海州发展集团有限公司,
69,1380065,13津城投债,附息固定,"37,474.80",5.70%,兑付,"59,416,295.40",20230226,天津城市基础设施建设投资集团有限公司,提前还本
70,1980050,19临川城投债01,附息固定,"110,000.00",8.00%,付息,"290,400,000.00",20230226,抚州市临川区城镇建设开发投资有限公司,提前还本
71,1980053,19桂铁投债01,附息固定,"200,000.00",4.78%,付息,"95,600,000.00",20230226,广西铁路投资集团有限公司,
72,2180051,21嬴城债,附息固定,"30,000.00",6.00%,付息,"18,000,000.00",20230226,山东嬴城控股集团有限公司,
73,2180055,21嘉兴双创债01,附息固定,"60,000.00",4.92%,付息,"29,520,000.00",20230226,嘉兴科技城投资发展集团有限公司,
74,1380075,13中化股债01,附息固定,"600,000.00",4.98%,兑付,"6,298,800,000.00",20230227,中国中化股份有限公司,
75,1380076,13中化股债02,附息固定,"300,000.00",5.15%,付息,"154,500,000.00",20230227,中国中化股份有限公司,
76,1980057,19弥勒农投债01,附息固定,"50,000.00",7.60%,付息,"130,400,000.00",20230227,弥勒市农业投资开发有限责任公司,提前还本
77,1680040,16新密财源债,附息固定,"88,000.00",4.35%,兑付,"183,656,000.00",20230228,新密市财源投资集团有限公司,提前还本
78,1980052,19渝两江双创债01,附息固定,"160,000.00",4.28%,付息,"527,936,000.00",20230228,重庆两江新区开发投资集团有限公司,提前还本
79,1980055,19首旅债01,附息固定,"120,000.00",3.22%,付息,"38,640,000.00",20230228,北京首都旅游集团有限责任公司,
80,1980056,19首旅债02,附息固定,"80,000.00",4.39%,付息,"35,120,000.00",20230228,北京首都旅游集团有限责任公司,
81,2080026,20首钢基金债01,附息固定,"50,000.00",3.27%,付息,"16,350,000.00",20230228,北京首钢基金有限公司,投资人回售选择权;调整票面利率
82,2280073,22桂阳城投01,附息固定,"34,700.00",6.00%,付息,"20,820,000.00",20230228,桂阳县城市建设投资有限公司,
